n,Lambda,Condition,Lambda_2,Covariate Condition
3817,0.0001,2295.505136172786,0.0001,4523.769522190201
3824,0.0001,2282.9444681568907,0.0001,4523.575791939158
3831,0.0001,2294.9591878277456,0.0001,4523.942339228692
3838,0.0001,2293.574911115486,0.0001,4524.690579590254
3845,0.0001,2283.947359687415,0.0001,4524.517524789221
3852,0.0001,2286.2579469075104,0.0001,4524.437190911085
3859,0.0001,2312.4030509081526,0.0001,4524.730432171592
3866,0.0001,2308.39013579164,0.0001,4524.841335718514
3873,0.0001,2287.621932596314,0.0001,4525.366550599327
3880,0.0001,2295.909462168487,0.0001,4525.668330429431
3887,0.0001,2283.7919238827344,0.0001,4525.3685907464305
3894,0.0001,2299.067060562939,0.0001,4525.511570799193
3901,0.0001,2284.9246399106732,0.0001,4525.396416685866
3908,0.0001,2306.97583289436,0.0001,4525.20437473525
3915,0.0001,2265.537081350911,0.0001,4526.299036080756
3922,0.0001,2306.8462324364705,0.0001,4526.741591483317
3929,0.0001,2278.4537066209946,0.0001,4526.882422618811
3936,0.0001,2274.782720211994,0.0001,4527.785509233918
3943,0.0001,2257.898832021022,0.0001,4527.797653329263
3950,0.0001,2279.499906672462,0.0001,4527.2247698163255
3957,0.0001,2303.3426027797377,0.0001,4527.349747798922
3964,0.0001,2299.9592198024056,0.0001,4526.958268977683
3971,0.0001,2278.3428665806746,0.0001,4527.230259153968
3978,0.0001,2298.3159706369584,0.0001,4526.925886739182
3985,0.0001,2270.3881012650927,0.0001,4527.785624546236
3992,0.0001,2283.86433970316,0.0001,4528.054919394725
4000,0.0001,2279.4865574871073,0.0001,4528.026231921273
